anime_id,name,english_name,genres,studios,image_url,content,content_prep
9689,Agukaru,Agriculture Angel BARAKI,"Slice of Life, Supernatural",Studio PuYUKAI,https://cdn.myanimelist.net/images/anime/8/26860.jpg,"Agukaru Studio PuYUKAI Slice of Life, Supernatural","['agukaru', 'studio', 'puyukai', 'slice', 'life', 'supernatur']"
9690,Densetsu no Yuusha no Densetsu: Iris Report,The Legend of the Legendary Heroes: Iris Report,"Action, Adventure, Fantasy",Zexcs,https://cdn.myanimelist.net/images/anime/11/26850.jpg,"Densetsu no Yuusha no Densetsu: Iris Report Zexcs Action, Adventure, Fantasy","['densetsu', 'yuusha', 'densetsu', 'iri', 'report', 'zexc', 'action', 'adventur', 'fantasi']"
9693,Moshidora,UNKNOWN,"Drama, Sports",Production I.G,https://cdn.myanimelist.net/images/anime/9/29166.jpg,"Moshidora Production I.G Drama, Sports","['moshidora', 'product', 'drama', 'sport']"
9706,Canaan: Minorikawa Report 201X Shanghai,Canaan: Minorikawa Report Year 201X Shanghai,Action,P.A. Works,https://cdn.myanimelist.net/images/anime/8/26908.jpg,Canaan: Minorikawa Report 201X Shanghai P.A. Works Action,"['canaan', 'minorikawa', 'report', 'shanghai', 'work', 'action']"
9708,Kidou Senshi Gundam ZZ: Gundam Frag.,Mobile Suit Gundam ZZ: Gundam Frag.,"Action, Sci-Fi",Sunrise,https://cdn.myanimelist.net/images/anime/8/88568.jpg,"Kidou Senshi Gundam ZZ: Gundam Frag. Sunrise Action, Sci-Fi","['kidou', 'senshi', 'gundam', 'gundam', 'frag', 'sunris', 'action', 'sci']"
9716,Rurouni Kenshin: Review Special,UNKNOWN,"Action, Comedy","Gallop, Studio Deen",https://cdn.myanimelist.net/images/anime/1101/124404.jpg,"Rurouni Kenshin: Review Special Gallop, Studio Deen Action, Comedy","['rurouni', 'kenshin', 'review', 'special', 'gallop', 'studio', 'deen', 'action', 'comedi']"
9723,Hakuouki: Hekketsuroku - Kyoto Kaisouroku,UNKNOWN,"Action, Drama, Supernatural",Studio Deen,https://cdn.myanimelist.net/images/anime/9/26949.jpg,"Hakuouki: Hekketsuroku - Kyoto Kaisouroku Studio Deen Action, Drama, Supernatural","['hakuouki', 'hekketsuroku', 'kyoto', 'kaisouroku', 'studio', 'deen', 'action', 'drama', 'supernatur']"
9724,Break Blade Movie 5: Shisen no Hate,Broken Blade 5,"Action, Fantasy","Production I.G, Xebec",https://cdn.myanimelist.net/images/anime/9/68087.jpg,"Break Blade Movie 5: Shisen no Hate Production I.G, Xebec Action, Fantasy","['break', 'blade', 'movi', 'shisen', 'hate', 'product', 'xebec', 'action', 'fantasi']"
9731,Nurarihyon no Mago Recaps,UNKNOWN,"Action, Supernatural",Studio Deen,https://cdn.myanimelist.net/images/anime/12/26961.jpg,"Nurarihyon no Mago Recaps Studio Deen Action, Supernatural","['nurarihyon', 'mago', 'recap', 'studio', 'deen', 'action', 'supernatur']"
9734,K-On!!: Keikaku!,K-On!!: Plan!,"Comedy, Slice of Life",Kyoto Animation,https://cdn.myanimelist.net/images/anime/7/26965.jpg,"K-On!!: Keikaku! Kyoto Animation Comedy, Slice of Life","['keikaku', 'kyoto', 'anim', 'comedi', 'slice', 'life']"
9735,Gintama: Shinyaku Benizakura-hen,UNKNOWN,"Action, Comedy, Sci-Fi",Sunrise,https://cdn.myanimelist.net/images/anime/12/26966.jpg,"Gintama: Shinyaku Benizakura-hen Sunrise Action, Comedy, Sci-Fi","['gintama', 'shinyaku', 'benizakura', 'hen', 'sunris', 'action', 'comedi', 'sci']"
9737,Appleseed XIII,UNKNOWN,"Action, Sci-Fi","Production I.G, Jinnis Animation Studios",https://cdn.myanimelist.net/images/anime/5/28796.jpg,"Appleseed XIII Production I.G, Jinnis Animation Studios Action, Sci-Fi","['applese', 'xiii', 'product', 'jinni', 'anim', 'studio', 'action', 'sci']"
9745,Sengoku Basara Movie: The Last Party,Sengoku Basara - Samurai Kings: The Movie,Action,Production I.G,https://cdn.myanimelist.net/images/anime/13/50871.jpg,Sengoku Basara Movie: The Last Party Production I.G Action,"['sengoku', 'basara', 'movi', 'last', 'parti', 'product', 'action']"
9754,Kuragehime: Eiyuu Retsuden☆,Princess Jellyfish Specials,Comedy,Brain's Base,https://cdn.myanimelist.net/images/anime/6/27015.jpg,Kuragehime: Eiyuu Retsuden☆ Brain's Base Comedy,"['kuragehim', 'eiyuu', 'retsuden', 'brain', 'base', 'comedi']"
9756,Mahou Shoujo Madoka★Magica,Puella Magi Madoka Magica,"Award Winning, Drama, Suspense",Shaft,https://cdn.myanimelist.net/images/anime/11/55225.jpg,"Mahou Shoujo Madoka★Magica Shaft Award Winning, Drama, Suspense","['mahou', 'shoujo', 'madoka', 'magica', 'shaft', 'award', 'win', 'drama', 'suspens']"
9759,Future GPX Cyber Formula Graffiti,UNKNOWN,"Action, Sci-Fi",Sunrise,https://cdn.myanimelist.net/images/anime/3/31699.jpg,"Future GPX Cyber Formula Graffiti Sunrise Action, Sci-Fi","['futur', 'gpx', 'cyber', 'formula', 'graffiti', 'sunris', 'action', 'sci']"
9760,Hoshi wo Ou Kodomo,Children Who Chase Lost Voices,"Adventure, Fantasy, Romance",CoMix Wave Films,https://cdn.myanimelist.net/images/anime/1000/133740.jpg,"Hoshi wo Ou Kodomo CoMix Wave Films Adventure, Fantasy, Romance","['hoshi', 'kodomo', 'comix', 'wave', 'film', 'adventur', 'fantasi', 'romanc']"
9768,Shima Shima Tora no Shimajirou,UNKNOWN,"Adventure, Comedy, Fantasy",Studio Kikan,https://cdn.myanimelist.net/images/anime/4/27049.jpg,"Shima Shima Tora no Shimajirou Studio Kikan Adventure, Comedy, Fantasy","['shima', 'shima', 'tora', 'shimajir', 'studio', 'kikan', 'adventur', 'comedi', 'fantasi']"
9773,Lady Lady!! (1988),UNKNOWN,Drama,Toei Animation,https://cdn.myanimelist.net/images/anime/4/27066.jpg,Lady Lady!! (1988) Toei Animation Drama,"['ladi', 'ladi', 'toei', 'anim', 'drama']"
9774,Morita-san wa Mukuchi,UNKNOWN,"Comedy, Slice of Life",Studio Gram,https://cdn.myanimelist.net/images/anime/12/29056.jpg,"Morita-san wa Mukuchi Studio Gram Comedy, Slice of Life","['morita', 'san', 'mukuchi', 'studio', 'gram', 'comedi', 'slice', 'life']"
9776,A-Channel,A-Channel,Comedy,Studio Gokumi,https://cdn.myanimelist.net/images/anime/1333/110595.jpg,A-Channel Studio Gokumi Comedy,"['channel', 'studio', 'gokumi', 'comedi']"
9777,Umacha,UNKNOWN,Slice of Life,Studio Ghibli,https://cdn.myanimelist.net/images/anime/5/27075.jpg,Umacha Studio Ghibli Slice of Life,"['umacha', 'studio', 'ghibli', 'slice', 'life']"
9781,Hyouga Senshi Gaislugger,UNKNOWN,"Action, Sci-Fi",Toei Animation,https://cdn.myanimelist.net/images/anime/10/27078.jpg,"Hyouga Senshi Gaislugger Toei Animation Action, Sci-Fi","['hyouga', 'senshi', 'gaislugg', 'toei', 'anim', 'action', 'sci']"
9782,Norageki!,Five Numbers!,"Mystery, Sci-Fi",Sunrise,https://cdn.myanimelist.net/images/anime/10/31755.jpg,"Norageki! Sunrise Mystery, Sci-Fi","['norageki', 'sunris', 'mysteri', 'sci']"
9789,Nezumi Monogatari: George to Gerald no Bouken,UNKNOWN,Adventure,Madhouse,https://cdn.myanimelist.net/images/anime/1947/112809.jpg,Nezumi Monogatari: George to Gerald no Bouken Madhouse Adventure,"['nezumi', 'monogatari', 'georg', 'gerald', 'bouken', 'madhous', 'adventur']"
9792,Licca-chan Fushigi na Fushigi na Yunia Monogatari,UNKNOWN,Adventure,Ajia-do,https://cdn.myanimelist.net/images/anime/8/27103.jpg,Licca-chan Fushigi na Fushigi na Yunia Monogatari Ajia-do Adventure,"['licca', 'chan', 'fushigi', 'fushigi', 'yunia', 'monogatari', 'ajia', 'adventur']"
9793,Senjou no Valkyria 3: Tagatame no Juusou,UNKNOWN,"Action, Fantasy",A-1 Pictures,https://cdn.myanimelist.net/images/anime/5/27146.jpg,"Senjou no Valkyria 3: Tagatame no Juusou A-1 Pictures Action, Fantasy","['senjou', 'valkyria', 'tagatam', 'juusou', 'pictur', 'action', 'fantasi']"
9794,Tono to Issho 1.5,UNKNOWN,Comedy,Gathering,https://cdn.myanimelist.net/images/anime/10/27152.jpg,Tono to Issho 1.5 Gathering Comedy,"['tono', 'issho', 'gather', 'comedi']"
9795,Atashin'chi Movie,UNKNOWN,Comedy,Toei Animation,https://cdn.myanimelist.net/images/anime/12/27153.jpg,Atashin'chi Movie Toei Animation Comedy,"['atashin', 'chi', 'movi', 'toei', 'anim', 'comedi']"
9796,Atashin'chi 3D Movie: Jounetsu no Chou Chounouryoku Haha Dai Bousou,UNKNOWN,Comedy,Shin-Ei Animation,https://cdn.myanimelist.net/images/anime/7/27154.jpg,Atashin'chi 3D Movie: Jounetsu no Chou Chounouryoku Haha Dai Bousou Shin-Ei Animation Comedy,"['atashin', 'chi', 'movi', 'jounetsu', 'chou', 'chounouryoku', 'haha', 'dai', 'bousou', 'shin', 'anim', 'comedi']"
9797,MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu Specials,UNKNOWN,"Action, Comedy",DLE,https://cdn.myanimelist.net/images/anime/9/27156.jpg,"MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu Specials DLE Action, Comedy","['monhun', 'nikki', 'girigiri', 'airou', 'mura', 'airou', 'kiki', 'ippatsu', 'special', 'dle', 'action', 'comedi']"
9798,Pandane to Tamago-hime,Mr. Dough and the Egg Princess,"Adventure, Fantasy",Studio Ghibli,https://cdn.myanimelist.net/images/anime/12/27157.jpg,"Pandane to Tamago-hime Studio Ghibli Adventure, Fantasy","['pandan', 'tamago', 'hime', 'studio', 'ghibli', 'adventur', 'fantasi']"
9799,Shin-Men,UNKNOWN,"Action, Comedy",Shin-Ei Animation,https://cdn.myanimelist.net/images/anime/12/27158.jpg,"Shin-Men Shin-Ei Animation Action, Comedy","['shin', 'men', 'shin', 'anim', 'action', 'comedi']"
9806,Qin Shi Mingyue: Bai Bu Fei Jian,Qin's Moon: Hundred Steps Flying Sword,"Action, Fantasy",Sparkly Key Animation Studio,https://cdn.myanimelist.net/images/anime/7/63587.jpg,"Qin Shi Mingyue: Bai Bu Fei Jian Sparkly Key Animation Studio Action, Fantasy","['qin', 'shi', 'mingyu', 'bai', 'fei', 'jian', 'sparkli', 'key', 'anim', 'studio', 'action', 'fantasi']"
9810,Nyani ga Nyandaa Nyandaa Kamen,UNKNOWN,Comedy,Sunrise,https://cdn.myanimelist.net/images/anime/8/27206.jpg,Nyani ga Nyandaa Nyandaa Kamen Sunrise Comedy,"['nyani', 'nyandaa', 'nyandaa', 'kamen', 'sunris', 'comedi']"
9811,Hanasaka Tenshi Tenten-kun,UNKNOWN,"Comedy, Fantasy",Nippon Animation,https://cdn.myanimelist.net/images/anime/4/27207.jpg,"Hanasaka Tenshi Tenten-kun Nippon Animation Comedy, Fantasy","['hanasaka', 'tenshi', 'tenten', 'kun', 'nippon', 'anim', 'comedi', 'fantasi']"
9812,Bit the Cupid,UNKNOWN,Comedy,Group TAC,https://cdn.myanimelist.net/images/anime/9/27208.jpg,Bit the Cupid Group TAC Comedy,"['bit', 'cupid', 'group', 'tac', 'comedi']"
9825,Tonari no Tokoro,UNKNOWN,Comedy,Pastel,https://cdn.myanimelist.net/images/anime/4/27209.jpg,Tonari no Tokoro Pastel Comedy,"['tonari', 'tokoro', 'pastel', 'comedi']"
9832,Katte ni Shirokuma,"Whatever, White Bear",Comedy,AIC,https://cdn.myanimelist.net/images/anime/11/27218.jpg,Katte ni Shirokuma AIC Comedy,"['katt', 'shirokuma', 'aic', 'comedi']"
9834,Level E,Level E,"Comedy, Sci-Fi","Pierrot, David Production",https://cdn.myanimelist.net/images/anime/4/29668.jpg,"Level E Pierrot, David Production Comedy, Sci-Fi","['level', 'pierrot', 'david', 'product', 'comedi', 'sci']"
9837,Emblem Take 2,UNKNOWN,"Action, Drama",Toei Animation,https://cdn.myanimelist.net/images/anime/7/27231.jpg,"Emblem Take 2 Toei Animation Action, Drama","['emblem', 'take', 'toei', 'anim', 'action', 'drama']"
9846,Attraction,UNKNOWN,Mystery,Studio 4°C,https://cdn.myanimelist.net/images/anime/11/27263.jpg,Attraction Studio 4°C Mystery,"['attract', 'studio', 'mysteri']"
9857,Bakusou Kyoudai Let's & Go Special,UNKNOWN,Adventure,Xebec,https://cdn.myanimelist.net/images/anime/13/27281.jpg,Bakusou Kyoudai Let's & Go Special Xebec Adventure,"['bakus', 'kyoudai', 'let', 'special', 'xebec', 'adventur']"
9858,Bakusou Kyoudai Let's & Go!! WGP Bousou Mini Yonku Daitsuiseki,UNKNOWN,Adventure,Xebec,https://cdn.myanimelist.net/images/anime/1059/134319.jpg,Bakusou Kyoudai Let's & Go!! WGP Bousou Mini Yonku Daitsuiseki Xebec Adventure,"['bakus', 'kyoudai', 'let', 'wgp', 'bousou', 'mini', 'yonku', 'daitsuiseki', 'xebec', 'adventur']"
9861,Anime Tenchou Movie,UNKNOWN,Action,ufotable,https://cdn.myanimelist.net/images/anime/11/27282.jpg,Anime Tenchou Movie ufotable Action,"['anim', 'tenchou', 'movi', 'ufot', 'action']"
9862,Hana no Mahoutsukai Mary Bell: Phoenix no Kagi,UNKNOWN,"Adventure, Fantasy","Production Reed, Asahi Production",https://cdn.myanimelist.net/images/anime/13/27295.jpg,"Hana no Mahoutsukai Mary Bell: Phoenix no Kagi Production Reed, Asahi Production Adventure, Fantasy","['hana', 'mahoutsukai', 'mari', 'bell', 'phoenix', 'kagi', 'product', 'reed', 'asahi', 'product', 'adventur', 'fantasi']"
9863,SKET Dance,SKET Dance,Comedy,Tatsunoko Production,https://cdn.myanimelist.net/images/anime/9/73974.jpg,SKET Dance Tatsunoko Production Comedy,"['sket', 'danc', 'tatsunoko', 'product', 'comedi']"
9865,Hetalia Axis Powers Fan Disc,Hetalia Axis Powers Fan Disc,Comedy,Studio Deen,https://cdn.myanimelist.net/images/anime/7/27300.jpg,Hetalia Axis Powers Fan Disc Studio Deen Comedy,"['hetalia', 'axi', 'power', 'fan', 'disc', 'studio', 'deen', 'comedi']"
9875,Anime Tenchou x Touhou Project,UNKNOWN,Fantasy,ufotable,https://cdn.myanimelist.net/images/anime/7/27303.jpg,Anime Tenchou x Touhou Project ufotable Fantasy,"['anim', 'tenchou', 'touhou', 'project', 'ufot', 'fantasi']"
9878,Licca-chan to Yamaneko Hoshi no Tabi,UNKNOWN,"Adventure, Fantasy",Ajia-do,https://cdn.myanimelist.net/images/anime/4/27325.jpg,"Licca-chan to Yamaneko Hoshi no Tabi Ajia-do Adventure, Fantasy","['licca', 'chan', 'yamaneko', 'hoshi', 'tabi', 'ajia', 'adventur', 'fantasi']"
9880,Esper Mami: Hoshizora no Dancing Doll,UNKNOWN,Fantasy,Shin-Ei Animation,https://cdn.myanimelist.net/images/anime/1191/134131.jpg,Esper Mami: Hoshizora no Dancing Doll Shin-Ei Animation Fantasy,"['esper', 'mami', 'hoshizora', 'danc', 'doll', 'shin', 'anim', 'fantasi']"
9883,Osomatsu-kun (1988),Osomatsu-kun (1988),Comedy,Pierrot,https://cdn.myanimelist.net/images/anime/1991/134376.jpg,Osomatsu-kun (1988) Pierrot Comedy,"['osomatsu', 'kun', 'pierrot', 'comedi']"
9884,Osomatsu-kun,UNKNOWN,Comedy,Studio Zero,https://cdn.myanimelist.net/images/anime/2/76965.jpg,Osomatsu-kun Studio Zero Comedy,"['osomatsu', 'kun', 'studio', 'zero', 'comedi']"
9885,Shin Bikkuriman,UNKNOWN,"Comedy, Fantasy",Toei Animation,https://cdn.myanimelist.net/images/anime/1727/93730.jpg,"Shin Bikkuriman Toei Animation Comedy, Fantasy","['shin', 'bikkuriman', 'toei', 'anim', 'comedi', 'fantasi']"
9888,Shinryaku! Ika Musume Specials,The Squid Girl Specials,Comedy,Diomedéa,https://cdn.myanimelist.net/images/anime/7/27364.jpg,Shinryaku! Ika Musume Specials Diomedéa Comedy,"['shinryaku', 'ika', 'musum', 'special', 'diomedéa', 'comedi']"
9890,Major: Message,UNKNOWN,Sports,SynergySP,https://cdn.myanimelist.net/images/anime/11/75219.jpg,Major: Message SynergySP Sports,"['major', 'messag', 'synergysp', 'sport']"
9893,Suite Precure♪,UNKNOWN,"Action, Fantasy",Toei Animation,https://cdn.myanimelist.net/images/anime/3/32129.jpg,"Suite Precure♪ Toei Animation Action, Fantasy","['suit', 'precur', 'toei', 'anim', 'action', 'fantasi']"
9905,Captain (TV),UNKNOWN,Sports,Eiken,https://cdn.myanimelist.net/images/anime/1393/92204.jpg,Captain (TV) Eiken Sports,"['captain', 'eiken', 'sport']"
9906,Sue Cat,UNKNOWN,Adventure,Knack Productions,https://cdn.myanimelist.net/images/anime/6/27427.jpg,Sue Cat Knack Productions Adventure,"['sue', 'cat', 'knack', 'product', 'adventur']"
9911,Houkago no Pleiades,Wish Upon the Pleiades,"Action, Sci-Fi",Gainax,https://cdn.myanimelist.net/images/anime/9/47741.jpg,"Houkago no Pleiades Gainax Action, Sci-Fi","['houkago', 'pleiad', 'gainax', 'action', 'sci']"
9916,Samurai Giants,UNKNOWN,Sports,"Madhouse, Tokyo Movie Shinsha",https://cdn.myanimelist.net/images/anime/11/27421.jpg,"Samurai Giants Madhouse, Tokyo Movie Shinsha Sports","['samurai', 'giant', 'madhous', 'tokyo', 'movi', 'shinsha', 'sport']"
9917,Pokemon Movie 14 White: Victini to Kuroki Eiyuu Zekrom,Pokémon the Movie: White - Victini and Zekrom,"Adventure, Comedy, Drama, Fantasy","Production I.G, Xebec, OLM",https://cdn.myanimelist.net/images/anime/13/29620.jpg,"Pokemon Movie 14 White: Victini to Kuroki Eiyuu Zekrom Production I.G, Xebec, OLM Adventure, Comedy, Drama, Fantasy","['pokemon', 'movi', 'white', 'victini', 'kuroki', 'eiyuu', 'zekrom', 'product', 'xebec', 'olm', 'adventur', 'comedi', 'drama', 'fantasi']"
9919,Ao no Exorcist,Blue Exorcist,"Action, Fantasy",A-1 Pictures,https://cdn.myanimelist.net/images/anime/10/75195.jpg,"Ao no Exorcist A-1 Pictures Action, Fantasy","['exorcist', 'pictur', 'action', 'fantasi']"
9931,Happy Birthday: Inochi Kagayaku Toki,Re-Birthday,"Drama, Slice of Life",Magic Bus,https://cdn.myanimelist.net/images/anime/1567/94728.jpg,"Happy Birthday: Inochi Kagayaku Toki Magic Bus Drama, Slice of Life","['happi', 'birthday', 'inochi', 'kagayaku', 'toki', 'magic', 'bu', 'drama', 'slice', 'life']"
9934,Nekogami Yaoyorozu,The Everyday Tales of a Cat God,"Comedy, Slice of Life, Supernatural",AIC PLUS+,https://cdn.myanimelist.net/images/anime/2/73476.jpg,"Nekogami Yaoyorozu AIC PLUS+ Comedy, Slice of Life, Supernatural","['nekogami', 'yaoyorozu', 'aic', 'plu', 'comedi', 'slice', 'life', 'supernatur']"
9935,Chocolat no Mahou,The Magic of Chocolate,"Drama, Supernatural",SynergySP,https://cdn.myanimelist.net/images/anime/6/35601.jpg,"Chocolat no Mahou SynergySP Drama, Supernatural","['chocolat', 'mahou', 'synergysp', 'drama', 'supernatur']"
9938,Ikoku Meiro no Croisée The Animation,Croisée in a Foreign Labyrinth The Animation,Slice of Life,Satelight,https://cdn.myanimelist.net/images/anime/6/74051.jpg,Ikoku Meiro no Croisée The Animation Satelight Slice of Life,"['ikoku', 'meiro', 'croisé', 'anim', 'satelight', 'slice', 'life']"
9940,Mai no Mahou to Katei no Hi,UNKNOWN,Drama,P.A. Works,https://cdn.myanimelist.net/images/anime/1475/127171.jpg,Mai no Mahou to Katei no Hi P.A. Works Drama,"['mai', 'mahou', 'katei', 'work', 'drama']"
9941,Tiger & Bunny,Tiger & Bunny,"Action, Comedy, Mystery",Sunrise,https://cdn.myanimelist.net/images/anime/13/29466.jpg,"Tiger & Bunny Sunrise Action, Comedy, Mystery","['tiger', 'bunni', 'sunris', 'action', 'comedi', 'mysteri']"
9943,Ore-sama Kingdom,UNKNOWN,Romance,SynergySP,https://cdn.myanimelist.net/images/anime/11/27510.jpg,Ore-sama Kingdom SynergySP Romance,"['ore', 'sama', 'kingdom', 'synergysp', 'romanc']"
9958,Hayate no Gotoku! Heaven Is a Place on Earth,Hayate the Combat Butler! Movie,Comedy,Manglobe,https://cdn.myanimelist.net/images/anime/13/29542.jpg,Hayate no Gotoku! Heaven Is a Place on Earth Manglobe Comedy,"['hayat', 'gotoku', 'heaven', 'place', 'earth', 'manglob', 'comedi']"
9963,Detective Conan Movie 15: Quarter of Silence,UNKNOWN,"Adventure, Comedy, Mystery",TMS Entertainment,https://cdn.myanimelist.net/images/anime/9/32035.jpg,"Detective Conan Movie 15: Quarter of Silence TMS Entertainment Adventure, Comedy, Mystery","['detect', 'conan', 'movi', 'quarter', 'silenc', 'tm', 'entertain', 'adventur', 'comedi', 'mysteri']"
9969,Gintama',Gintama Season 2,"Action, Comedy, Sci-Fi",Sunrise,https://cdn.myanimelist.net/images/anime/4/50361.jpg,"Gintama' Sunrise Action, Comedy, Sci-Fi","['gintama', 'sunris', 'action', 'comedi', 'sci']"
9972,Document Taiyou no Kiba Dagram,UNKNOWN,"Action, Drama, Sci-Fi",Sunrise,https://cdn.myanimelist.net/images/anime/7/27595.jpg,"Document Taiyou no Kiba Dagram Sunrise Action, Drama, Sci-Fi","['document', 'taiyou', 'kiba', 'dagram', 'sunris', 'action', 'drama', 'sci']"
9978,Kyouryuu Tankentai Born Free,Dinosaur Expedition Born Free,"Action, Sci-Fi",Sunrise,https://cdn.myanimelist.net/images/anime/9/60897.jpg,"Kyouryuu Tankentai Born Free Sunrise Action, Sci-Fi","['kyouryuu', 'tankentai', 'born', 'free', 'sunris', 'action', 'sci']"
9979,Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Nijiiro no Hana,UNKNOWN,"Action, Fantasy",Toei Animation,https://cdn.myanimelist.net/images/anime/12/27934.jpg,"Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Nijiiro no Hana Toei Animation Action, Fantasy","['precur', 'star', 'movi', 'mirai', 'todok', 'sekai', 'tsunagu', 'nijiiro', 'hana', 'toei', 'anim', 'action', 'fantasi']"
9981,Phi Brain: Kami no Puzzle,Phi-Brain ~ Puzzle of God,"Action, Mystery",Sunrise,https://cdn.myanimelist.net/images/anime/12/34045.jpg,"Phi Brain: Kami no Puzzle Sunrise Action, Mystery","['phi', 'brain', 'kami', 'puzzl', 'sunris', 'action', 'mysteri']"
9988,Otome wa Boku ni Koishiteru: Futari no Elder The Animation,UNKNOWN,"Drama, Romance",SILVER LINK.,https://cdn.myanimelist.net/images/anime/1055/125886.jpg,"Otome wa Boku ni Koishiteru: Futari no Elder The Animation SILVER LINK. Drama, Romance","['otom', 'boku', 'koishiteru', 'futari', 'elder', 'anim', 'silver', 'link', 'drama', 'romanc']"
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,Anohana: The Flower We Saw That Day,"Drama, Supernatural",A-1 Pictures,https://cdn.myanimelist.net/images/anime/5/79697.jpg,"Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. A-1 Pictures Drama, Supernatural","['ano', 'mita', 'hana', 'nama', 'bokutachi', 'mada', 'shiranai', 'pictur', 'drama', 'supernatur']"
9991,Bremen 4: Jigoku no Naka no Tenshi-tachi,Bremen 4,Adventure,Tezuka Productions,https://cdn.myanimelist.net/images/anime/7/46569.jpg,Bremen 4: Jigoku no Naka no Tenshi-tachi Tezuka Productions Adventure,"['bremen', 'jigoku', 'naka', 'tenshi', 'tachi', 'tezuka', 'product', 'adventur']"
9999,One Piece 3D: Mugiwara Chase,One Piece 3D: Straw Hat Chase,"Action, Adventure, Fantasy",Toei Animation,https://cdn.myanimelist.net/images/anime/4/32455.jpg,"One Piece 3D: Mugiwara Chase Toei Animation Action, Adventure, Fantasy","['one', 'piec', 'mugiwara', 'chase', 'toei', 'anim', 'action', 'adventur', 'fantasi']"
10000,Esper Mami Special: My Angel Mami-chan,UNKNOWN,"Comedy, Supernatural",Shin-Ei Animation,https://cdn.myanimelist.net/images/anime/2/27652.jpg,"Esper Mami Special: My Angel Mami-chan Shin-Ei Animation Comedy, Supernatural","['esper', 'mami', 'special', 'angel', 'mami', 'chan', 'shin', 'anim', 'comedi', 'supernatur']"
10005,Tetsujin 28-gou: Hakuchuu no Zangetsu,UNKNOWN,"Action, Adventure, Sci-Fi",Palm Studio,https://cdn.myanimelist.net/images/anime/7/27668.jpg,"Tetsujin 28-gou: Hakuchuu no Zangetsu Palm Studio Action, Adventure, Sci-Fi","['tetsujin', 'gou', 'hakuchuu', 'zangetsu', 'palm', 'studio', 'action', 'adventur', 'sci']"
10012,Carnival Phantasm,UNKNOWN,"Comedy, Supernatural",Lerche,https://cdn.myanimelist.net/images/anime/1018/92921.jpg,"Carnival Phantasm Lerche Comedy, Supernatural","['carniv', 'phantasm', 'lerch', 'comedi', 'supernatur']"
10013,Shouwa Monogatari (Movie),UNKNOWN,Drama,WAO World,https://cdn.myanimelist.net/images/anime/8/41119.jpg,Shouwa Monogatari (Movie) WAO World Drama,"['shouwa', 'monogatari', 'movi', 'wao', 'world', 'drama']"
10014,Shouwa Monogatari,UNKNOWN,Drama,WAO World,https://cdn.myanimelist.net/images/anime/5/41117.jpg,Shouwa Monogatari WAO World Drama,"['shouwa', 'monogatari', 'wao', 'world', 'drama']"
10015,Yu☆Gi☆Oh! Zexal,Yu-Gi-Oh! Zexal,"Action, Fantasy",Gallop,https://cdn.myanimelist.net/images/anime/4/40295.jpg,"Yu☆Gi☆Oh! Zexal Gallop Action, Fantasy","['zexal', 'gallop', 'action', 'fantasi']"
10016,Kizuna Ichigeki,UNKNOWN,Comedy,Ascension,https://cdn.myanimelist.net/images/anime/1923/133888.jpg,Kizuna Ichigeki Ascension Comedy,"['kizuna', 'ichigeki', 'ascens', 'comedi']"
10017,Dragon Ball: Super Saiya-jin Zetsumetsu Keikaku,Dragon Ball Z: Plan to Eradicate the Super Saiyans,"Adventure, Fantasy, Sci-Fi",Toei Animation,https://cdn.myanimelist.net/images/anime/1131/122382.jpg,"Dragon Ball: Super Saiya-jin Zetsumetsu Keikaku Toei Animation Adventure, Fantasy, Sci-Fi","['dragon', 'ball', 'super', 'saiya', 'jin', 'zetsumetsu', 'keikaku', 'toei', 'anim', 'adventur', 'fantasi', 'sci']"
10020,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,OreImo Specials,"Comedy, Romance",AIC Build,https://cdn.myanimelist.net/images/anime/8/29734.jpg,"Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials AIC Build Comedy, Romance","['ore', 'imouto', 'konnani', 'kawaii', 'wake', 'nai', 'special', 'aic', 'build', 'comedi', 'romanc']"
10029,Coquelicot-zaka kara,From Up on Poppy Hill,"Award Winning, Romance",Studio Ghibli,https://cdn.myanimelist.net/images/anime/8/32547.jpg,"Coquelicot-zaka kara Studio Ghibli Award Winning, Romance","['coquelicot', 'zaka', 'kara', 'studio', 'ghibli', 'award', 'win', 'romanc']"
10030,Bakuman. 2nd Season,Bakuman Season 2,"Comedy, Drama, Romance",J.C.Staff,https://cdn.myanimelist.net/images/anime/3/34923.jpg,"Bakuman. 2nd Season J.C.Staff Comedy, Drama, Romance","['bakuman', 'season', 'staff', 'comedi', 'drama', 'romanc']"
10033,Toriko,Toriko,"Action, Adventure, Comedy, Fantasy, Gourmet",Toei Animation,https://cdn.myanimelist.net/images/anime/1757/100671.jpg,"Toriko Toei Animation Action, Adventure, Comedy, Fantasy, Gourmet","['toriko', 'toei', 'anim', 'action', 'adventur', 'comedi', 'fantasi', 'gourmet']"
